requirement_id,task_code,requirement_type,requirement_text,source_document,source_heading
REQ-00114,G01-01,اختبارات QA المطلوبة,مستخدم A مقابل مستخدم B، وزائر، ودور إداري محدود.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G01-01 — جرد المستودع والملفات والفروع
REQ-00115,G01-01,اختبارات QA المطلوبة,العربية/الإنجليزية، RTL/LTR، هاتف متوسط، Chrome/Safari/Firefox للواجهات المتأثرة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G01-01 — جرد المستودع والملفات والفروع
REQ-00116,G01-01,اختبارات QA المطلوبة,Regression آلي يمنع عودة السبب بعد الدمج.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G01-01 — جرد المستودع والملفات والفروع
REQ-00117,G01-01,قبول: معيار القبول الرئيسي,لا توجد ملفات مجهولة أو فروع غير موثقة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G01-01 — جرد المستودع والملفات والفروع
REQ-00118,G01-01,قبول: معايير إضافية,CI أخضر؛ لا خطأ حرج؛ صلاحيات مختبرة؛ Staging يعمل؛ الأداء ضمن الميزانية؛ النصوص مترجمة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G01-01 — جرد المستودع والملفات والفروع
REQ-00119,G01-01,قبول: المخرجات,كود + tests + migration/policy إن لزم + API/schema docs + screenshots/log evidence + release/rollback notes.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G01-01 — جرد المستودع والملفات والفروع
REQ-00120,G01-01,قبول: تعريف الاكتمال,Code review، QA sign-off، Security sign-off بحسب الخطر، Product acceptance، تحديث Decision/Change Log.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G01-01 — جرد المستودع والملفات والفروع
REQ-00121,G01-01,قبول: الخطر,تنفيذ الواجهة قبل عقد البيانات أو الصلاحيات يؤدي إلى إعادة بناء أو تسريب.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G01-01 — جرد المستودع والملفات والفروع
REQ-00122,G01-01,قبول: التراجع,Feature Flag وإيقاف endpoint/job، ثم rollback migration الآمن أو forward-fix مع حفظ البيانات.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G01-01 — جرد المستودع والملفات والفروع
REQ-00123,G01-02,عمل المبرمج خطوة بخطوة,1. تفعيل branch protection ومنع الدفع المباشر وربط PR بقالب ومراجعة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G01-02 — تثبيت مصدر الحقيقة
REQ-00124,G01-02,عمل المبرمج خطوة بخطوة,2. إنشاء checkout session من الخادم فقط.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G01-02 — تثبيت مصدر الحقيقة
REQ-00125,G01-02,عمل المبرمج خطوة بخطوة,3. تسجيل payment_event خامًا وموقعًا ثم إسقاطه إلى transaction/ledger.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G01-02 — تثبيت مصدر الحقيقة
REQ-00126,G01-02,عمل المبرمج خطوة بخطوة,4. اختبار تكرار webhook وفشل الشبكة والـrefund الجزئي.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G01-02 — تثبيت مصدر الحقيقة
REQ-00127,G01-02,عمل المبرمج خطوة بخطوة,5. إنتاج manifest للملفات والفروع والحالة وتاريخ آخر استخدام.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G01-02 — تثبيت مصدر الحقيقة
REQ-00128,G01-02,عمل المبرمج خطوة بخطوة,6. تشغيل الاختبارات قبل وبعد التنظيف لإثبات عدم فقد وظيفة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G01-02 — تثبيت مصدر الحقيقة
REQ-00129,G01-02,عمل المبرمج خطوة بخطوة,7. أرشفة الدليل خارج Runtime مع owner وقرار حذف.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G01-02 — تثبيت مصدر الحقيقة
REQ-00130,G01-02,عمل المبرمج خطوة بخطوة,8. تعريف API contract وحالات الخطأ والـrate limit قبل دمج الواجهة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G01-02 — تثبيت مصدر الحقيقة
REQ-00131,G01-02,عمل المبرمج خطوة بخطوة,9. إضافة unit/integration/E2E أو security tests بحسب حدود المهمة، وربطها بـCI.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G01-02 — تثبيت مصدر الحقيقة
REQ-00132,G01-02,عمل المبرمج خطوة بخطوة,10. نشرها خلف Feature Flag على Staging، جمع الدليل، ثم إعداد rollback أو forward-fix.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G01-02 — تثبيت مصدر الحقيقة
REQ-00133,G01-02,ما يجب أن يبنيه أو يعدله,وحدة المجال `repository-audit`: entities/value objects/state rules من دون اعتماد مباشر على الواجهة أو المورد.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G01-02 — تثبيت مصدر الحقيقة
REQ-00134,G01-02,ما يجب أن يبنيه أو يعدله,طبقة application: use cases وخدمات تحقق ورسائل خطأ ثابتة ومترجمة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G01-02 — تثبيت مصدر الحقيقة
REQ-00135,G01-02,ما يجب أن يبنيه أو يعدله,طبقة infrastructure: database/repository/provider adapter مع timeout/retry/idempotency عند الحاجة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G01-02 — تثبيت مصدر الحقيقة
REQ-00136,G01-02,ما يجب أن يبنيه أو يعدله,طبقة الواجهة: حالات loading/empty/error/forbidden/offline/success والهاتف وRTL/LTR.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G01-02 — تثبيت مصدر الحقيقة
REQ-00137,G01-02,ما يجب أن يبنيه أو يعدله,Schema/migration/index/policy عند وجود بيانات، مع forward migration وخطة rollback أو forward-fix.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G01-02 — تثبيت مصدر الحقيقة
REQ-00138,G01-02,ما يجب أن يبنيه أو يعدله,اختبارات وتسميات واضحة وربط كل حالة بمعيار قبول أو خطر.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G01-02 — تثبيت مصدر الحقيقة
REQ-00139,G01-02,الأمان والخصوصية,التحقق من authentication وauthorization على الخادم؛ إخفاء الزر ليس حماية.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G01-02 — تثبيت مصدر الحقيقة
REQ-00140,G01-02,الأمان والخصوصية,عدم تسجيل token/secret/payment data/private message أو PII غير لازم.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G01-02 — تثبيت مصدر الحقيقة
REQ-00141,G01-02,الأمان والخصوصية,تطبيق least privilege وdeny by default وrate limit وaudit على العمليات الحساسة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G01-02 — تثبيت مصدر الحقيقة
REQ-00142,G01-02,الأمان والخصوصية,تحديد retention والحذف والتصدير والوصول الإداري إن كانت المهمة تعالج بيانات شخصية.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G01-02 — تثبيت مصدر الحقيقة
REQ-00143,G01-02,اختبارات QA المطلوبة,Happy path كامل ببيانات واقعية في Staging.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G01-02 — تثبيت مصدر الحقيقة
REQ-00144,G01-02,اختبارات QA المطلوبة,مدخلات ناقصة وخاطئة وحدود الحجم والعدد والحالة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G01-02 — تثبيت مصدر الحقيقة
REQ-00145,G01-02,اختبارات QA المطلوبة,انقطاع الشبكة، retry، duplicate request، refresh وعودة من جهاز آخر عند انطباقها.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G01-02 — تثبيت مصدر الحقيقة
REQ-00146,G01-02,اختبارات QA المطلوبة,مستخدم A مقابل مستخدم B، وزائر، ودور إداري محدود.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G01-02 — تثبيت مصدر الحقيقة
REQ-00147,G01-02,اختبارات QA المطلوبة,العربية/الإنجليزية، RTL/LTR، هاتف متوسط، Chrome/Safari/Firefox للواجهات المتأثرة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G01-02 — تثبيت مصدر الحقيقة
REQ-00148,G01-02,اختبارات QA المطلوبة,Regression آلي يمنع عودة السبب بعد الدمج.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G01-02 — تثبيت مصدر الحقيقة
REQ-00149,G01-02,قبول: معيار القبول الرئيسي,كل تغيير يمر عبر PR ناجح.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G01-02 — تثبيت مصدر الحقيقة
REQ-00150,G01-02,قبول: معايير إضافية,CI أخضر؛ لا خطأ حرج؛ صلاحيات مختبرة؛ Staging يعمل؛ الأداء ضمن الميزانية؛ النصوص مترجمة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G01-02 — تثبيت مصدر الحقيقة
REQ-00151,G01-02,قبول: المخرجات,كود + tests + migration/policy إن لزم + API/schema docs + screenshots/log evidence + release/rollback notes.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G01-02 — تثبيت مصدر الحقيقة
REQ-00152,G01-02,قبول: تعريف الاكتمال,Code review، QA sign-off، Security sign-off بحسب الخطر، Product acceptance، تحديث Decision/Change Log.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G01-02 — تثبيت مصدر الحقيقة
REQ-00153,G01-02,قبول: الخطر,تنفيذ الواجهة قبل عقد البيانات أو الصلاحيات يؤدي إلى إعادة بناء أو تسريب.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G01-02 — تثبيت مصدر الحقيقة
REQ-00154,G01-02,قبول: التراجع,Feature Flag وإيقاف endpoint/job، ثم rollback migration الآمن أو forward-fix مع حفظ البيانات.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G01-02 — تثبيت مصدر الحقيقة
REQ-00155,G01-03,عمل المبرمج خطوة بخطوة,1. يحدد المبرمج dependency graph ويزيل الاستخدام الفعلي فقط بعد اختبارات regression.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G01-03 — تنظيف Runtime والنسخ القديمة
REQ-00156,G01-03,عمل المبرمج خطوة بخطوة,2. تشفير النسخ وتحديد retention وفصل الصلاحيات.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G01-03 — تنظيف Runtime والنسخ القديمة
REQ-00157,G01-03,عمل المبرمج خطوة بخطوة,3. اختبار restore إلى بيئة معزولة والتحقق من checksums.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G01-03 — تنظيف Runtime والنسخ القديمة
REQ-00158,G01-03,عمل المبرمج خطوة بخطوة,4. تسجيل RPO/RTO الفعلي ومقارنته بالهدف.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G01-03 — تنظيف Runtime والنسخ القديمة
REQ-00159,G01-03,عمل المبرمج خطوة بخطوة,5. إنتاج manifest للملفات والفروع والحالة وتاريخ آخر استخدام.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G01-03 — تنظيف Runtime والنسخ القديمة
REQ-00160,G01-03,عمل المبرمج خطوة بخطوة,6. تشغيل الاختبارات قبل وبعد التنظيف لإثبات عدم فقد وظيفة.,VVIP_TIGER_Global_Implementation_Specification_AR_v2.docx,G01-03 — تنظيف Runtime والنسخ القديمة
